SKU,Internal LBS SKU,H1,Brand Name,Product Description,Category,Product UPC,Product URL,Spec Sheet URL,Custom Fields,Minimum Purchase Quantity,Big Commerce Product ID
81695-E26,81695-E26,"16"" Clear Globe Lamp Post Top Light Fixture",Incon Lighting,"<p class=""short_description""><img class=""__mce_add_custom__"" title=""uv-wet-ac-ul.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/uv-wet-ac-ul.png"" alt=""uv-wet-ac-ul.png"" width=""600"" height=""102"" /></p> <h2 class=""short_description"">16 Inch Outdoor&nbsp;Pole or Pier Mount Top Fixture - Wet Location -&nbsp;Incandescent or LED Ready (Bulb Not Included)</h2> <div class=""description""> <p>This classic clear globe post top is engineered to fit 3.0"" poles. This classic design has a UV polycarbonate wing-clamp black base and comes with an UV Resistant 16"" clear acrylic globe with 5.25"" opening.</p> <h4><strong>Features</strong></h4> <ul> <li>16"" Clear UV Resistant Acrylic Smooth Globe</li> <li>Black Non-Corrosive Composite Wing-Clamp Fitter</li> <li>Fits Standard 3"" OD Pole or&nbsp;<a title=""Pillar Mount Adapter"" href=""https://lightbulbsurplus.com/4-5-black-plastic-deck-pier-mount-adapter-base/"" target=""_blank"">Pier Mounts</a>&nbsp;<em>(not included)</em></li> <li>UL for Wet Locations</li> <li>Buy American&nbsp;Compliant</li> <li>3 Year Warranty</li> <li>Standard Pack Qty: 1</li> </ul> <strong>Medium E26 Socket Base&nbsp;</strong><br /> <ul> <li>Incandescent<em>&nbsp;(150W Max)&nbsp;(Bulb Not Included)</em>&nbsp;</li> <li>LED Ready E26 Screw-In&nbsp;<em>(Bulb Not Included)</em></li> </ul> </div> <div class=""description""> <h4><strong>Downloads</strong></h4> <p><a href=""https://inconlighting.com/content/specs/816.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a><a href=""https://inconlighting.com/content/specs/800-instruction.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-install-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-install-100px.png"" alt=""lbs-download-install-100px.png"" width=""100"" height=""100"" /></a></p> </div> <div class=""description""> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 4 to 5 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship.</em></p> <p>&nbsp;</p> </div>",Fixtures/Outdoor/Street Lights | Post Mount/Round Globe Post Top,,https://lightbulbsurplus.com/16-clear-globe-lamp-post-top-light-fixture/,https://inconlighting.com/content/specs/816.pdf,"""Order Code=81695-E26"";""Fixture Style=Globe Post Top"";""Socket Type=E26 Medium"";""Base Color=Black"";""Base Material=Polycarbonate"";""Shade/Lens Color=Clear"";""Shade/Lens Material=Acrylic"";""Light Source=Incandescent or LED Ready (Bulb Not Included)"";""Lamp(s) Included=Sold Separately"";""Height (in.)=16.25"";""Diameter (in.)=16"";""Case Quantity=1"";""UL Listed=Wet"";""Country of Origin=Made in the USA"";""Short Description=Typically Ships in 4-5 Business Days*""",0,55083
19515-13LED-120,19515-13LED-120,13W Integrated LED Outdoor Black Plastic Square Ceiling Light,Incon Lighting,"<h2>Vandal Resistant - Wet Location - Commercial Grade Polycarbonate Construction - Energy Star Listed</h2> <p>The Ever Tough 195 Series is made has super impact polycarbonate lens and housing.&nbsp; It has a tight seal to help keep out moisture and corrosive elements.&nbsp; Makes a perfect low maintenance canopy light.</p> <h4><strong>Features</strong></h4> <ul> <li>EverTough Impact Resistant Construction</li> <li>Black Composite Polycarbonate Housing</li> <li>White Polycarbonate Lens</li> <li><span>13W Integrated LED Array (</span><a href=""https://lightbulbsurplus.com/blog/what-does-integrated-led-mean/"" target=""_blank"">What does this mean?</a><span>)</span></li> <li><span>75W Incandescent Equivalent</span></li> <li>Wall or Ceiling Mount</li> <li>Minimum Starting Temp -20&ordm;F</li> <li>UL Listed for Wet Locations&nbsp;</li> <li>5 Year Warranty LED</li> <li>Mounting Hardware Included</li> <li>Knock Outs for Conduit or Surface Mount Ready</li> <li>Dimmable</li> <li>Energy Star Listed</li> <li>Made in America Compliant</li> </ul> <h4><strong>Integrated LED 120V System (80CRI)</strong></h4> <ul> <li><strong>13W Integrated LED</strong></li> <ul> <li>3000K - 1,140lm</li> <li>4000K - 1,280lm</li> </ul> </ul> <h4><strong>Downloads</strong></h4> <p><strong><a href=""https://inconlighting.com/content/specs/195.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a></strong><a href=""https://inconlighting.com/content/specs/195-instruction.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-install-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-install-100px.png"" alt=""lbs-download-install-100px.png"" width=""100"" height=""100"" /></a></p> <p>&nbsp;</p> <h4><strong>Disclaimers</strong></h4> <p><em>* This product typically ships in 5 to 7 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 7 business days to ship.</em></p> <p>&nbsp;</p> <p>&nbsp;</p>",Fixtures/Indoor/Wall Sconces,,https://lightbulbsurplus.com/13w-integrated-led-outdoor-black-plastic-square-ceiling-light/,https://inconlighting.com/content/specs/195.pdf,"""Fixture Style=Impact/Vandal Resistant"";""Light Source=Integrated LED"";""Shade/Lens Color=White"";""Shade/Lens Material=Polycarbonate"";""Base Color=Black"";""Base Material=Polycarbonate"";""Diameter (in.)=10.1"";""Depth (in.)=4.5"";""Case Quantity=1"";""Color Temperature=3000K or 4000K"";""Country of Origin=Made in the USA"";Dimmable=Yes;""Equivalent=75 Watts"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=13 Watts""",0,55270
FRAME-33261,FRAME-33561,Incon FRAME-33561,Incon Lighting,"<h2 class=""short_description"">Replacement White Polypropylene Plastic Cross Grid&nbsp;</h2> <div class=""description"">This impact resistant polypropylene lens is designed to fit the Incon Lighting 335 Series wall fixture.</div> <h4 class=""description""><strong>Features</strong></h4> <div class=""description""> <ul> <li>White Polypropylene</li> <li>Length: 10-5/8&rdquo;</li> <li>Width: 5-7/8&rdquo;</li> <li>Extends: 3-1/2&rdquo;</li> </ul> </div> <h4><strong>Downloads</strong></h4> <div class=""collateral-box attachment-specs""><a href=""https://inconlighting.com/content/specs/335-LED.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a></div> <div class=""collateral-box attachment-specs"">&nbsp;</div> <div class=""collateral-box attachment-specs"">&nbsp;</div>",Fixtures/Lighting Fixture Parts,,https://lightbulbsurplus.com/incon-frame-33561/,https://inconlighting.com/content/specs/335-LED.pdf,"""Order Code=FRAME-3351""",0,56585
FRAME-33061,FRAME-33061,Incon FRAME-33061 - White Nautical Replacement Grill,Incon Lighting,"<h2 class=""short_description""><strong>Replacement White Oval Polypropylene Plastic Grill Frame</strong></h2> <p data-sourcepos=""7:1-7:21"">Maintain the pristine appearance and optimal functionality of your Incon Lighting 330 Series wall fixture with the Incon FRAME-33061 Replacement White Oval Polypropylene Plastic Grill Frame. This durable and impact-resistant grill frame seamlessly replaces damaged or worn-out frames, restoring clarity and safeguarding your fixture from debris and external elements.</p> <h4 data-sourcepos=""9:1-9:17""><strong>Key Features:</strong></h4> <ul> <li>Exact Fit: Designed to precisely fit the contours of Incon Lighting 330 Series wall fixtures, ensuring a secure and seamless installation.</li> <li>Impact-Resistant Polypropylene: Crafted from robust polypropylene, this grill frame can withstand the rigors of daily use and resist impacts without cracking or shattering.</li> <li>White Finish: Blends flawlessly with the aesthetic of your Incon Lighting 330 Series wall fixture, maintaining its elegant and modern appearance.</li> <li>Clarity Restoration: Replaces damaged or cloudy grill frames, restoring clear light transmission and enhancing the overall illumination of your fixture.</li> <li>Protection from Debris: Shields your wall fixture's internal components from dust, dirt, and other airborne particles, extending its lifespan and reducing maintenance needs.</li> </ul> <h4 data-sourcepos=""21:1-21:27""><strong>Product Specifications:</strong></h4> <ul> <li>Material: Polypropylene</li> <li>Color: White</li> <li> <p style=""display: inline !important;"" data-sourcepos=""27:3-27:17"">Dimensions:&nbsp;</p> Length: 10-5/8 inches x&nbsp;Width: 5-7/8 inches x&nbsp;Extension: 3-1/2 inches</li> <li>Compatibility: Incon Lighting 330 Series wall fixtures</li> </ul> <h4><strong>Compatible (Perfect Match!)</strong></h4> <ul> <li>Incon Lighting 330 Series</li> <li>Kastlite&nbsp;<span id=""productTitle"" class=""a-size-large product-title-word-break"">FE102</span></li> <li>Maxim&nbsp;<span class=""fw2 di-ns tc3-title"">Bulwark 6&nbsp;</span><span class=""b"" data-automation=""product-model-number"">10110FTWT</span></li> <li>Nuvo Lighting SF77/858</li> <li>Progress Lighting P5705-30</li> <li>Saylite&nbsp;CEOG Series</li> <li>SATCO SF77/858</li> <li>SOLUS&nbsp;<span class=""sui-font-normal"">SP76WF Series</span></li> <li>Volume Lighting&nbsp;<span class=""b"" data-automation=""product-model-number"">V8856-6</span></li> <li>Wave Lighting&nbsp;S76WF-WH</li> </ul> <h4><strong>Benefits:</strong></h4> <div class=""description""> <ul> <li>Restores Visual Appeal: Refreshes the look of your Incon Lighting 330 Series wall fixture, maintaining its stylish and contemporary design.</li> <li>Enhances Lighting Performance: Replaces hazy or cracked grill frames, allowing for unimpeded light transmission and improved illumination.</li> <li>Protects Internal Components: Shields the fixture's internal parts from dust and debris, preventing premature wear and tear.</li> <li>Easy Installation: Designed for straightforward replacement, allowing you to quickly restore your fixture's functionality.</li> <li>Cost-Effective Solution: Replaces damaged parts instead of requiring a complete fixture replacement, saving you money.</li> </ul> <h4 data-sourcepos=""49:1-49:17""><strong>Applications:</strong></h4> <ul> <li>Ideal for replacing damaged or worn-out grill frames on Incon Lighting 330 Series wall fixtures</li> <li>Suitable for maintaining the appearance and functionality of your wall fixture in various indoor settings, including homes, offices,<span class=""animating""> and commercial spaces.</span></li> <li>Enhances the overall aesthetics and performance of your Incon Lighting 330 Series wall fixture.</li> </ul> <p data-sourcepos=""57:1-57:364""><span class=""animating"">Overall, the Incon FRAME-33061 Replacement White Oval Polypropylene Plastic Grill Frame is an essential accessory for keeping your Incon Lighting 330 Series wall fixture in top condition. Its durable construction, exact fit, and protective qualities make it a worthwhile investment for maintaining the beauty, functionality, and longevity of your wall fixture.</span></p> </div> <div class=""description""> <div class=""description""> <h4><span>Other Replacement Parts</span></h4> <ul> <li><a title=""Incon 322 Replacement Lens"" href=""https://lightbulbsurplus.com/incon-lens-3306/"" target=""_blank"">Oval Frosted Lens</a></li> </ul> </div> </div> <h4><strong>Downloads</strong></h4> <div class=""collateral-box attachment-specs""><a href=""https://inconlighting.com/content/specs/330-LED.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a></div> <div class=""collateral-box attachment-specs""> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 1 to 2 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship.</em></p> <p>&nbsp;</p> </div>",Fixtures/Lighting Fixture Parts,,https://lightbulbsurplus.com/incon-frame-33061-white-nautical-replacement-grill/,https://inconlighting.com/content/specs/330-LED.pdf,"""Order Code=FRAME-33061"";""Fixture Type=Replacement Part"";""Fixture Finish=White"";""Fixture Shape=Oval"";""Base Material=Polycarbonate"";""Height (in.)=10.675"";""Width (in.)=5.875"";""Depth (in.)=3.50"";""Warranty=1 Year"";""Price Shown=Per Part""",0,56586
FRAME-3206,Frame-3206,Replacement Nautical Grill Vertical Bar Plastic Round Frame,Incon Lighting,"<h2 class=""short_description""><strong>Replacement White or Black Round Polypropylene Plastic Grill Frame</strong></h2> <div class=""description""> <p>Upgrade your Incon Lighting 320 Series wall fixture with our durable and stylish Replacement Nautical Grill Vertical Bar Plastic Round Frame. Crafted from impact-resistant polypropylene, this frame is designed to enhance both the functionality and aesthetic of your outdoor lighting setup.</p> <h4><strong>Features</strong></h4> <ul> <li><strong>Material:</strong> High-quality, impact-resistant polypropylene</li> <li><strong>Color Options:</strong> Choose between classic White or sleek Black</li> <li><strong>Dimensions:</strong> <ul> <li>Diameter: 10-1/4&rdquo;</li> <li>Extension: 4-1/2&rdquo;</li> </ul> </li> </ul> <h4><strong>Compatibility</strong></h4> <p>This grill frame is specifically designed to fit the following models:</p> <ul> <li>Incon 320 Series</li> <li>Hubbell P5703-30</li> <li>Progress Lighting P5703-30</li> <li>Satco&nbsp;SF77-859 or&nbsp;<span>SF77-861</span></li> <li>Solus S761WF-LE26W</li> <li>Wave Lighting S761WF Series</li> <li>Volume Lighting V8852-5 or V8852-6</li> </ul> <h4><strong>Benefits</strong></h4> <ul> <li><strong>Durability:</strong> Made from sturdy polypropylene, this frame is built to withstand the elements, ensuring long-lasting performance.</li> <li><strong>Versatility:</strong> Available in two color options to match your outdoor decor.</li> <li><strong>Aesthetic Appeal:</strong> The nautical grill design adds a touch of sophistication to your lighting fixtures.</li> </ul> <h4><strong>Downloads</strong></h4> </div> <div class=""description"">&nbsp;</div> <div class=""collateral-box attachment-specs""><a href=""https://inconlighting.com/content/specs/320-LED.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a></div> <div class=""collateral-box attachment-specs""> <h4><strong>Other Parts</strong></h4> <ul> <li><a title=""10&quot; Replacement Nautical Light Cover"" href=""https://lightbulbsurplus.com/incon-lens-3206/"">Replacement 10"" Round Lens</a></li> </ul> </div> <div class=""collateral-box attachment-specs""> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 2 to 3 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship.</em></p> </div> <div class=""collateral-box attachment-specs"">&nbsp;</div>",Fixtures/Lighting Fixture Parts,,https://lightbulbsurplus.com/replacement-nautical-grill-vertical-bar-plastic-round-frame/,https://inconlighting.com/content/specs/320-LED.pdf,"""Order Code=FRAME-32061""",0,56587
33161-E26,33161-E26,Oval Outdoor Plastic Nautical Bulkhead Wall Light Fixture,Incon Lighting,"<h2 class=""short_description"">Weather Resistant - Incandescent or LED Ready - Durable &amp;&nbsp;Corrosion Resistant Polycarbonate</h2> <p class=""short_description"">This White finish nautical bulk plastic composite head style outdoor wall light is made of a strong polyester material that will not rust. A frosted, ribbed polycarbonate lens diffuses the light and adds a charming touch to this exceptional design. A single light creates illumination for your outdoor wall or ceiling. This bulkhead is perfect for docks, coastal areas or anywhere that a weather resistant luminaire is desired.&nbsp; This model is compatible for incandescent <em style=""font-size: 10px;"">(60W Max)</em><span style=""font-style: italic; font-size: 10px;"">, CFL </span><em style=""font-size: 10px;"">(13W Max)</em><span style=""font-style: italic; font-size: 10px;""> and LED </span><em style=""font-size: 10px;"">(9W Max)</em><span style=""font-style: italic; font-size: 10px;"">.</span></p> <div class=""description""> <h4><strong>Features</strong></h4> <ul> <li>White Open Frame Poly Frame</li> <li>Medium Socket (60W Incandescent Max)(9W LED Max) (Bulb sold separately)&nbsp;&nbsp;</li> <li>Corrosion Resistant Polycarbonate Back Pan</li> <li>Impact Resistant</li> <li>Impact Resistant Polycarbonate Diffuser</li> <li>Wall Mount Mount</li> <li>Outside Use Only</li> <li>Made in America Compliant</li> <li>UL for Wet Location</li> </ul> </div> <h4><strong>Downloads</strong></h4> <p><a title=""33165 Specs"" href=""https://inconlighting.com/content/specs/331.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a><a href=""https://inconlighting.com/content/specs/331-instruction.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-install-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-install-100px.png"" alt=""lbs-download-install-100px.png"" width=""100"" height=""100"" /></a></p> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 2 to 3 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></p>",Fixtures/Outdoor/Wall Mount,720043488565,https://lightbulbsurplus.com/oval-outdoor-plastic-nautical-bulkhead-wall-light-fixture/,https://inconlighting.com/content/specs/331.pdf,"""Fixture Style=Nautical"";""Light Source=Incandescent or LED Ready (Bulb Not Included)"";""Lamp(s) Included=No"";""Shade/Lens Color=Frosted"";""Shade/Lens Material=Polycarbonate"";""Base Color=White"";""Base Material=Polycarbonate"";""Lighting Technology=LED Ready"";""Depth (in.)=4.50"";""Width (in.)=6.00"";""Height (in.)=10.625"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Equivalent=60 Watt"";""UL Listed=Wet Location Listed"";""Short Description=Typically ships in 2-3 business days*"";""__Wattage Range=60-69"";""__Fixture Finish=Black"";""__Special Features=Photocell"";""__Special Features=Motion Sensor""",0,56640
38815-9LEDA19-30K,38815-9LEDA19-30K,White Globe Outdoor Wall Lantern LED Light Fixture,Incon Lighting,"<h2 class=""short_description"">White Sphere Cover - Black Base - Exterior Sconce - LED E26 Base</h2> <div class=""description""> <p>Illuminate your outdoor space with the contemporary look of the Incon Trinity 388 series.&nbsp;The fixture is constructed from a non-corrosive, UV-resistant composite material with a non-rusting and anti-chipping black finish for long-lasting good looks. Great for residential or multi-family.<sup><br /></sup></p> <h4><strong>Features</strong></h4> <ul> <li>Black Composite Housing</li> <li>Chip and Fade Resistant Construction</li> <li>White Smooth Acrylic 8"" Globe</li> <li>Short &amp; Long Pencil Arm Tail are included</li> <li>Wall Mount Only</li> <li>Outside Use Only</li> <li>LED A19 3000K<em><br /></em></li> <li>Dimmable</li> <li>Made in America Compliant</li> <li>UL Listed for Wet Locations</li> <li>Standard Packaging: 1&nbsp;</li> </ul> <h4><strong>E26 Base Systems (LED A19 Ready)</strong></h4> <ul> <li>9W 800 Lumen E26 Base 120V</li> </ul> </div> <h4><strong>Downloads</strong></h4> <div class=""collateral-box attachment-specs""><span class=""label""><span class=""attach-img""><a title=""38815 Spec Sheet"" href=""https://inconlighting.com/content/specs/388-E26.pdf"" target=""_blank""><img class=""__mce_add_custom__"" style=""margin-right: 5px;"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a></span></span></div> <h4 class=""collateral-box attachment-specs""><strong>Disclaimers</strong></h4> <div class=""collateral-box attachment-specs""><em><em>*This product typically ships in 3 to 5 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></em></div> <div class=""collateral-box attachment-specs"">&nbsp;</div> <div class=""collateral-box attachment-specs"">&nbsp;</div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/white-globe-outdoor-wall-lantern-led-light-fixture/,https://inconlighting.com/content/specs/388-E26.pdf,"""Order Code=38815-9LEDA19-30K"";""Light Source=LED"";""Lamp(s) Included=Included"";""Base Color=Black"";""Base Material=Composite"";""Shade/Lens Color=White"";""Shade/Lens Material=Acrylic"";""Fixture Style=Classic"";""Fixture Type=Wall Lantern"";""Fixture Shape=Round"";""Fixture Environment=Outdoor"";""Depth (in.)=8.5"";""Height (in.)=15.5"";""Diameter (in.)=8"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Socket Type=E26 Medium"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=60 Watt Equivalent Max"";""Short Description=Typically ships in 2-3 business days*""",0,56917
52111-2L-30K,52111-2L-30K,2ft LED Stairwell Light,Incon Lighting,"<h2 class=""short_description"">Commercial LED Building Stair Lights Indoor Fixture - Wall or Ceiling Mount</h2> <div class=""description""> <p>The Incon 52111-2L stairwell wall light will illuminate at 1,800 lumens. The LED T8 bulbs offer an inviting 3000K spectrum lighting which illuminates indoor building stairways perfectly. It is backed by a 5 year warranty.</p> <div class=""product-description""> <h4><strong>Features</strong></h4> </div> <div class=""product-highlights""> <ul> <li>White UV Smooth Acrylic Lens&nbsp;</li> <li>White Steel End Caps &amp; Housing</li> <li>UL Listed for Damp Location</li> <li>Mounted vertically or horizontally</li> <li>240&deg; Beam Spread</li> <li>325&deg; Light Spread</li> <li>CRI &gt;83</li> <li>LED CCT 3000K (Bulbs included)</li> <li>Dimmable</li> <li>120/277V Universal Voltage</li> <li>5 Year Warranty</li> </ul> </div> <h4><strong>Downloads</strong></h4> <span class=""label""><a title=""521 Incon Specifications"" href=""https://inconlighting.com/content/specs/521-LED.pdf"" target=""_blank""><span class=""attach-img""><img class=""__mce_add_custom__"" style=""margin-right: 5px;"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></span></a></span></div> <div class=""description""> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 2 to 3 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></p> </div> <div class=""description""><span class=""data"">&nbsp;</span></div>",Fixtures/Emergency Battery Back Up Lighting/Commercial Stairwell Lights,,https://lightbulbsurplus.com/2ft-led-stairwell-light/,https://inconlighting.com/content/specs/521-LED.pdf,"""Light Source=LED"";Lamp(s)=2;""Fixture Style=Stairwell"";""Shade/Lens Color=White Frosted Translucent"";""Shade/Lens Material=Acrylic"";""Base Color=White"";""Base Material=Steel"";""Length (in.)=24.25"";""Depth (in.)=4.375"";""Height (in.)=4.50"";""Case Quantity=4"";""Color Temperature=3000K"";CRI=80;""Lumens=1800 Lumens"";""Order Code=52111-2L-30K"";""Voltage=120V or 277V"";""Warranty=5 Year"";""Wattage=9 Watts"";""Short Description=Typically ships in 2-3 business days*""",0,56921
52111-2L-OS-30K,52111-2L-OS-30K,[C]Optional Motion Sensor=Yes,,,,,,,,,65898
LENS-1971,LENS-1971,"21"" Round White Acrylic Replacement Lens",Incon Lighting,<h2>LENS-1971 - Lens Only</h2> <p>This is the replacement lens for the Incon Lighting 197 Series Ceiling/Wall fixture.</p>,Fixtures/Lighting Fixture Parts,,https://lightbulbsurplus.com/21-round-white-acrylic-replacement-lens/,,"""Diameter (in)=21""",0,57382
33615-GU-NL,33615-GU-NL,Traditional Black Lantern Wall Mount GU-24 Security Light,Incon Lighting,"<h2 class=""short_description"">75W Max GU-24 Wet Location Impact Resistant Outdoor Light Fixture</h2> <div class=""description"">The Incon Lighting 336 traditional wall mount light is made of durable black polycarbonate with a white acrylic lens. It is wet location listed. It has a GU-24 twist and lock socket (lamp sold separately).</div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""336 LED Series"" href=""https://lightbulbsurplus.com/content/file-1478626214.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>336 Series Specifications</p> </li> </ul> </div>",Fixtures/Outdoor/Wall Mount;SALE/Clearance Fixtures,,https://lightbulbsurplus.com/traditional-black-lantern-wall-mount-gu-24-security-light/,,"""Fixture Style=Traditional"";""Shade/Lens Color=White"";""Shade/Lens Material=Acrylic"";Dimmable=Yes;""Base Color=Black"";""Height (in.)=15"";""Color Temperature=3000K"";""Diameter (in.)=8"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Lighting Technology=LED Ready"";""Order Code=33615-GU-NL"";""Maximum Wattage=75 Watt"";""Socket Type=GU24"";""UL Listed=Wet Location Listed"";""__Wattage Range=10-19"";""__Lumen Range=500-999"";""__CRI Range=Standard CRI"";""__Fixture Finish=Black"";""__Special Features=Photocell""",0,57414
RING-33161,RING-33161,Replacement White Ring Frame for Bulkhead Wall Light Fixture,Incon Lighting,"<h2 class=""short_description"">RING ONLY - Weather Resistant - Durable &amp;&nbsp;Corrosion Resistant&nbsp;Polyethylene</h2> <p class=""short_description"">This White finish nautical bulk plastic composite head style outdoor wall light ring is made of a strong polyester material that will not rust. The lens, backplate, and other fixture components are NOT included.</p> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 1 to 2 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></p>",Fixtures/Lighting Fixture Parts,,https://lightbulbsurplus.com/replacement-white-ring-frame-for-bulkhead-wall-light-fixture/,,"""Base Color=White"";""Base Material=Polyethylene"";""Width (in.)=5-7/8"";""Height (in.)=10-5/8"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Short Description=Typically ships in 1-2 business days*""",0,58196
